Cycle,Anodic_E(V),Anodic_I(A),Cathodic_1_E(V),Cathodic_1_I(A),Cathodic_2_E(V),Cathodic_2_I(A)
Cycle 1,0.3271484375,6.683349609375e-05,-0.34423828125,-1.25091552734375e-05,0.0634765625,-2.38861083984375e-05
Cycle 2,0.3564453125,6.09130859375e-05,-0.34423828125,-1.3916015625e-05,0.05615234375,-2.3126220703125e-05
Cycle 3,0.3759765625,5.9234619140625e-05,-0.34912109375,-1.27471923828125e-05,0.0537109375,-2.10296630859375e-05
Cycle 4,0.38330078125,5.9661865234375e-05,-0.3515625,-1.28997802734375e-05,0.05126953125,-2.03582763671875e-05
Cycle 5,0.3955078125,5.8807373046875e-05,-0.3515625,-1.2530517578125e-05,0.048828125,-1.91497802734375e-05
Cycle 6,0.3955078125,5.8135986328125e-05,-0.3564453125,-1.2286376953125e-05,0.04638671875,-1.8115234375e-05
Cycle 7,0.39794921875,5.7586669921875e-05,-0.361328125,-1.209716796875e-05,0.0439453125,-1.70623779296875e-05
Cycle 8,0.39794921875,5.6549072265625e-05,-0.3662109375,-1.18011474609375e-05,0.04150390625,-1.5899658203125e-05
Cycle 9,0.39794921875,5.5389404296875e-05,-0.36865234375,-1.14776611328125e-05,0.03662109375,-1.47491455078125e-05
Cycle 10,0.39794921875,5.4046630859375e-05,-0.3759765625,-1.1138916015625e-05,0.0341796875,-1.35955810546875e-05
Cycle 11,0.39794921875,5.2520751953125e-05,-0.38818359375,-1.08154296875e-05,0.03173828125,-1.2469482421875e-05
Cycle 12,0.39794921875,5.072021484375e-05,-0.39306640625,-1.04400634765625e-05,0.029296875,-1.1358642578125e-05
Cycle 13,0.39794921875,4.88616943359375e-05,-0.3955078125,-1.00433349609375e-05,0.02685546875,-1.02783203125e-05
Cycle 14,0.39794921875,4.67864990234375e-05,-0.39794921875,-9.6038818359375e-06,0.01953125,-9.2437744140625e-06
Cycle 15,0.39794921875,4.45343017578125e-05,-0.39794921875,-9.130859375e-06,0.01953125,-8.2672119140625e-06
Cycle 16,0.39794921875,4.2242431640625e-05,-0.39794921875,-8.6578369140625e-06,0.01220703125,-7.354736328125e-06
Cycle 17,0.39794921875,3.9776611328125e-05,-0.39794921875,-8.0810546875e-06,0.0048828125,-6.4727783203125e-06
Cycle 18,0.39794921875,3.73291015625e-05,-0.39794921875,-7.5408935546875e-06,0.0,-5.6915283203125e-06
Cycle 19,0.39794921875,3.4820556640625e-05,-0.39794921875,-6.9854736328125e-06,0.0,-4.9560546875e-06
Cycle 20,0.39794921875,3.23028564453125e-05,-0.39794921875,-6.3934326171875e-06,0.0,-4.27734375e-06
Cycle 21,,,,,0.01220703125,2.71697998046875e-06
