Cycle,Anodic_E(V),Anodic_I(A),Cathodic_1_E(V),Cathodic_1_I(A),Cathodic_2_E(V),Cathodic_2_I(A)
Cycle 1,0.39794921875,3.603515625e-05,-0.380859375,-4.79766845703125e-06,0.11474609375,-2.5018310546875e-05
Cycle 2,0.39794921875,3.60382080078125e-05,-0.244140625,-6.5887451171875e-06,0.11474609375,-2.54608154296875e-05
Cycle 3,0.39794921875,3.53057861328125e-05,-0.25146484375,-7.1136474609375e-06,0.11474609375,-2.4981689453125e-05
Cycle 4,0.39794921875,3.47259521484375e-05,-0.25146484375,-7.464599609375e-06,0.11474609375,-2.451171875e-05
Cycle 5,0.39794921875,3.42376708984375e-05,-0.25146484375,-7.708740234375e-06,0.11474609375,-2.41424560546875e-05
Cycle 6,0.39794921875,3.39599609375e-05,-0.25146484375,-7.6812744140625e-06,0.11474609375,-2.3992919921875e-05
Cycle 7,0.39794921875,3.3978271484375e-05,-0.2490234375,-7.58056640625e-06,0.11474609375,-2.40478515625e-05
Cycle 8,0.39794921875,3.3856201171875e-05,-0.25146484375,-7.5836181640625e-06,0.11474609375,-2.403564453125e-05
Cycle 9,0.39794921875,3.360595703125e-05,-0.2490234375,-7.5897216796875e-06,0.11474609375,-2.3944091796875e-05
Cycle 10,0.39794921875,3.3331298828125e-05,-0.25146484375,-7.586669921875e-06,0.11474609375,-2.3858642578125e-05
Cycle 11,0.39794921875,3.31787109375e-05,-0.25146484375,-7.5347900390625e-06,0.1123046875,-2.38250732421875e-05
Cycle 12,0.39794921875,3.29193115234375e-05,-0.2490234375,-7.5927734375e-06,0.11474609375,-2.3699951171875e-05
Cycle 13,0.39794921875,3.2562255859375e-05,-0.25146484375,-7.6202392578125e-06,0.1123046875,-2.349853515625e-05
Cycle 14,0.39794921875,3.23089599609375e-05,-0.2490234375,-7.55615234375e-06,0.1123046875,-2.33734130859375e-05
Cycle 15,0.39794921875,3.21868896484375e-05,-0.25390625,-7.4676513671875e-06,0.1123046875,-2.33306884765625e-05
Cycle 16,0.39794921875,3.20068359375e-05,-0.2490234375,-7.4920654296875e-06,0.1123046875,-2.325439453125e-05
Cycle 17,0.39794921875,3.17535400390625e-05,-0.25146484375,-7.4493408203125e-06,0.1123046875,-2.31658935546875e-05
Cycle 18,0.39794921875,3.1658935546875e-05,-0.25146484375,-7.354736328125e-06,0.1123046875,-2.31109619140625e-05
Cycle 19,,,,,0.0048828125,-4.0283203125e-07
