Cycle,Anodic_E(V),Anodic_I(A),Cathodic_1_E(V),Cathodic_1_I(A),Cathodic_2_E(V),Cathodic_2_I(A)
Cycle 1,0.39794921875,5.8074951171875e-05,-0.234375,-1.243896484375e-05,0.1123046875,-3.94775390625e-05
Cycle 2,0.39794921875,5.60302734375e-05,-0.24658203125,-1.34002685546875e-05,0.1123046875,-3.95294189453125e-05
Cycle 3,0.39794921875,5.4412841796875e-05,-0.24658203125,-1.3922119140625e-05,0.10986328125,-3.88519287109375e-05
Cycle 4,0.39794921875,5.3192138671875e-05,-0.24658203125,-1.4251708984375e-05,0.10986328125,-3.81561279296875e-05
Cycle 5,0.39794921875,5.2276611328125e-05,-0.2490234375,-1.44622802734375e-05,0.10986328125,-3.758544921875e-05
Cycle 6,0.39794921875,5.1605224609375e-05,-0.25146484375,-1.455078125e-05,0.10986328125,-3.719482421875e-05
Cycle 7,0.39794921875,5.11474609375e-05,-0.25146484375,-1.4520263671875e-05,0.107421875,-3.6932373046875e-05
Cycle 8,0.39794921875,5.0872802734375e-05,-0.25146484375,-1.44012451171875e-05,0.107421875,-3.681640625e-05
Cycle 9,0.39794921875,5.0811767578125e-05,-0.25146484375,-1.41845703125e-05,0.107421875,-3.682861328125e-05
Cycle 10,0.39794921875,5.078125e-05,-0.2490234375,-1.3995361328125e-05,0.107421875,-3.687744140625e-05
Cycle 11,0.39794921875,5.0689697265625e-05,-0.25146484375,-1.387939453125e-05,0.107421875,-3.6846923828125e-05
Cycle 12,0.39794921875,5.047607421875e-05,-0.25390625,-1.380615234375e-05,0.10986328125,-3.67645263671875e-05
Cycle 13,0.39794921875,5.0262451171875e-05,-0.25146484375,-1.37481689453125e-05,0.10986328125,-3.6639404296875e-05
Cycle 14,0.39794921875,5.0048828125e-05,-0.2490234375,-1.36962890625e-05,0.10986328125,-3.65478515625e-05
Cycle 15,0.39794921875,4.9896240234375e-05,-0.2490234375,-1.3616943359375e-05,0.10986328125,-3.6492919921875e-05
Cycle 16,0.39794921875,4.9774169921875e-05,-0.25146484375,-1.35467529296875e-05,0.107421875,-3.64410400390625e-05
Cycle 17,0.39794921875,4.96826171875e-05,-0.25146484375,-1.351318359375e-05,0.107421875,-3.63677978515625e-05
Cycle 18,0.39794921875,4.945068359375e-05,-0.25146484375,-1.35223388671875e-05,0.107421875,-3.6236572265625e-05
