Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-
0,00244140625;6,16664698443071;1,92657470703125E-08;0,002734375;1;1;0,00074108439584573;-5,63784639040629E-06
0,0048828125;6,32940698401978;2,471923828125E-08;0,005169677734375;1;2;0,00074108439584573;-5,63784639040629E-06
0,00732421875;6,49216698360885;3,0426025390625E-08;0,0076171875;1;3;0,00074108439584573;-5,63784639040629E-06
0,009765625;6,65492698319792;3,656005859375E-08;0,0100433349609375;1;4;0,00074108439584573;-5,63784639040629E-06
0,01220703125;6,817686982787;4,3487548828125E-08;0,0124786376953125;1;5;0,00074108439584573;-5,63784639040629E-06
0,0146484375;6,98044698237607;5,0994873046875E-08;0,0149200439453125;1;6;0,00074108439584573;-5,63784639040629E-06
0,01708984375;7,14320698196514;5,9539794921875E-08;0,0173431396484375;1;7;0,00074108439584573;-5,63784639040629E-06
0,01953125;7,30596698155421;6,842041015625E-08;0,019793701171875;1;8;0,00074108439584573;-5,63784639040629E-06
0,02197265625;7,46872698114328;7,855224609375E-08;0,02222900390625;1;9;0,00074108439584573;-5,63784639040629E-06
0,0244140625;7,63148698073235;9,0087890625E-08;0,0246734619140625;1;10;0,00074108439584573;-5,63784639040629E-06
0,02685546875;7,79424698032142;1,03057861328125E-07;0,0270965576171875;1;11;0,00074108439584573;-5,63784639040629E-06
0,029296875;7,95700697991049;1,17401123046875E-07;0,02952880859375;1;12;0,00074108439584573;-5,63784639040629E-06
0,03173828125;8,11976697949956;1,33758544921875E-07;0,03197021484375;1;13;0,00074108439584573;-5,63784639040629E-06
0,0341796875;8,28252697908863;1,51763916015625E-07;0,0343994140625;1;14;0,00074108439584573;-5,63784639040629E-06
0,03662109375;8,4452869786777;1,71905517578125E-07;0,0368133544921875;1;15;0,00074108439584573;-5,63784639040629E-06
0,0390625;8,60804697826677;1,94061279296875E-07;0,0392578125;1;16;0,00074108439584573;-5,63784639040629E-06
0,04150390625;8,77080697785584;2,18902587890625E-07;0,041693115234375;1;17;0,00074108439584573;-5,63784639040629E-06
0,0439453125;8,93356697744491;2,46337890625E-07;0,044146728515625;1;18;0,00074108439584573;-5,63784639040629E-06
0,04638671875;9,09632697703398;2,76611328125E-07;0,0465728759765625;1;19;0,00074108439584573;-5,63784639040629E-06
0,048828125;9,25908697662305;3,09356689453125E-07;0,04898681640625;1;20;0,00074108439584573;-5,63784639040629E-06
0,05126953125;9,42184697621212;3,4478759765625E-07;0,051361083984375;1;21;0,00074108439584573;-5,63784639040629E-06
0,0537109375;9,58460697580119;3,84033203125E-07;0,0538330078125;1;22;0,00074108439584573;-5,63784639040629E-06
0,05615234375;9,74736697539026;4,26727294921875E-07;0,056243896484375;1;23;0,00074108439584573;-5,63784639040629E-06
0,05859375;9,91012697497933;4,7210693359375E-07;0,058624267578125;1;24;0,00074108439584573;-5,63784639040629E-06
0,06103515625;10,0728869745684;5,218505859375E-07;0,06103515625;1;25;0,00074108439584573;-5,63784639040629E-06
0,0634765625;10,2356469741575;5,7525634765625E-07;0,06353759765625;1;26;0,00074108439584573;-5,63784639040629E-06
0,06591796875;10,3984069737465;6,3232421875E-07;0,06597900390625;1;27;0,00074108439584573;-5,63784639040629E-06
0,068359375;10,5611669733356;6,9244384765625E-07;0,068359375;1;28;0,00074108439584573;-5,63784639040629E-06
0,07080078125;10,7239269729247;7,5653076171875E-07;0,07080078125;1;29;0,00074108439584573;-5,63784639040629E-06
0,0732421875;10,8866869725138;8,245849609375E-07;0,0732421875;1;30;0,00074108439584573;-5,63784639040629E-06
0,07568359375;11,0494469721028;8,9599609375E-07;0,075653076171875;1;31;0,00074108439584573;-5,63784639040629E-06
0,078125;11,2122069716919;9,710693359375E-07;0,07806396484375;1;32;0,00074108439584573;-5,63784639040629E-06
0,08056640625;11,374966971281;1,04949951171875E-06;0,08056640625;1;33;0,00074108439584573;-5,63784639040629E-06
0,0830078125;11,53772697087;1,13067626953125E-06;0,08294677734375;1;34;0,00074108439584573;-5,63784639040629E-06
0,08544921875;11,7004869704591;1,2152099609375E-06;0,08538818359375;1;35;0,00074108439584573;-5,63784639040629E-06
0,087890625;11,8632469700482;1,30157470703125E-06;0,087799072265625;1;36;0,00074108439584573;-5,63784639040629E-06
0,09033203125;12,0260069696373;1,39190673828125E-06;0,0902099609375;1;37;0,00074108439584573;-5,63784639040629E-06
0,0927734375;12,1887669692263;1,48468017578125E-06;0,092681884765625;1;38;0,00074108439584573;-5,63784639040629E-06
0,09521484375;12,3515269688154;1,57958984375E-06;0,0950927734375;1;39;0,00074108439584573;-5,63784639040629E-06
0,09765625;12,5142869684045;1,676025390625E-06;0,097442626953125;1;40;0,00074108439584573;-5,63784639040629E-06
0,10009765625;12,6770469679935;1,77490234375E-06;0,0999755859375;1;41;0,00074108439584573;-5,63784639040629E-06
0,1025390625;12,8398069675826;1,87591552734375E-06;0,102386474609375;1;42;0,00074108439584573;-5,63784639040629E-06
0,10498046875;13,0025669671717;1,9781494140625E-06;0,104766845703125;1;43;0,00074108439584573;-5,63784639040629E-06
0,107421875;13,1653269667607;2,08160400390625E-06;0,107147216796875;1;44;0,00074108439584573;-5,63784639040629E-06
0,10986328125;13,3280869663498;2,1868896484375E-06;0,10955810546875;1;45;0,00074108439584573;-5,63784639040629E-06
0,1123046875;13,4908469659389;2,29400634765625E-06;0,11199951171875;1;46;0,00074108439584573;-5,63784639040629E-06
0,11474609375;13,653606965528;2,40203857421875E-06;0,114349365234375;1;47;0,00074108439584573;-5,63784639040629E-06
0,1171875;13,816366965117;2,510986328125E-06;0,116790771484375;1;48;0,00074108439584573;-5,63784639040629E-06
0,11962890625;13,9791269647061;2,6220703125E-06;0,119171142578125;1;49;0,00074108439584573;-5,63784639040629E-06
0,1220703125;14,1418869642952;2,73406982421875E-06;0,121673583984375;1;50;0,00074108439584573;-5,63784639040629E-06
0,12451171875;14,3046469638842;2,8472900390625E-06;0,1240234375;1;51;0,00074108439584573;-5,63784639040629E-06
0,126953125;14,4674069634733;2,96051025390625E-06;0,12652587890625;1;52;0,00074108439584573;-5,63784639040629E-06
0,12939453125;14,6301669630624;3,07586669921875E-06;0,128814697265625;1;53;0,00074108439584573;-5,63784639040629E-06
0,1318359375;14,7929269626514;3,18603515625E-06;0,131744384765625;1;54;0,00074108439584573;-5,63784639040629E-06
0,13427734375;14,9556869622405;3,3038330078125E-06;0,13421630859375;1;55;0,00074108439584573;-5,63784639040629E-06
0,13671875;15,1184469618296;3,42315673828125E-06;0,13665771484375;1;56;0,00074108439584573;-5,63784639040629E-06
0,13916015625;15,2812069614187;3,54461669921875E-06;0,13909912109375;1;57;0,00074108439584573;-5,63784639040629E-06
0,1416015625;15,4439669610077;3,6669921875E-06;0,141571044921875;1;58;0,00074108439584573;-5,63784639040629E-06
0,14404296875;15,6067269605968;3,7908935546875E-06;0,143951416015625;1;59;0,00074108439584573;-5,63784639040629E-06
0,146484375;15,7694869601859;3,91571044921875E-06;0,1463623046875;1;60;0,00074108439584573;-5,63784639040629E-06
0,14892578125;15,9322469597749;4,04388427734375E-06;0,1488037109375;1;61;0,00074108439584573;-5,63784639040629E-06
0,1513671875;16,095006959364;4,17327880859375E-06;0,151275634765625;1;62;0,00074108439584573;-5,63784639040629E-06
0,15380859375;16,2577669589531;4,30419921875E-06;0,153656005859375;1;63;0,00074108439584573;-5,63784639040629E-06
0,15625;16,4205269585422;4,4366455078125E-06;0,156097412109375;1;64;0,00074108439584573;-5,63784639040629E-06
0,15869140625;16,5832869581312;4,5721435546875E-06;0,1585693359375;1;65;0,00074108439584573;-5,63784639040629E-06
0,1611328125;16,7460469577203;4,70977783203125E-06;0,1610107421875;1;66;0,00074108439584573;-5,63784639040629E-06
0,16357421875;16,9088069573094;4,84832763671875E-06;0,1634521484375;1;67;0,00074108439584573;-5,63784639040629E-06
0,166015625;17,0715669568984;4,9835205078125E-06;0,165863037109375;1;68;0,00074108439584573;-5,63784639040629E-06
0,16845703125;17,2343269564875;5,126953125E-06;0,16827392578125;1;69;0,00074108439584573;-5,63784639040629E-06
0,1708984375;17,3970869560766;5,2703857421875E-06;0,17071533203125;1;70;0,00074108439584573;-5,63784639040629E-06
0,17333984375;17,5598469556656;5,4168701171875E-06;0,17315673828125;1;71;0,00074108439584573;-5,63784639040629E-06
0,17578125;17,7226069552547;5,5633544921875E-06;0,1756591796875;1;72;0,00074108439584573;-5,63784639040629E-06
0,17822265625;17,8853669548438;5,7159423828125E-06;0,178009033203125;1;73;0,00074108439584573;-5,63784639040629E-06
0,1806640625;18,0481269544329;5,865478515625E-06;0,18048095703125;1;74;0,00074108439584573;-5,63784639040629E-06
0,18310546875;18,2108869540219;6,01806640625E-06;0,182891845703125;1;75;0,00074108439584573;-5,63784639040629E-06
0,185546875;18,373646953611;6,170654296875E-06;0,18536376953125;1;76;0,00074108439584573;-5,63784639040629E-06
0,18798828125;18,5364069532001;6,3262939453125E-06;0,187774658203125;1;77;0,00074108439584573;-5,63784639040629E-06
0,1904296875;18,6991669527891;6,4788818359375E-06;0,190185546875;1;78;0,00074108439584573;-5,63784639040629E-06
0,19287109375;18,8619269523782;6,634521484375E-06;0,19268798828125;1;79;0,00074108439584573;-5,63784639040629E-06
0,1953125;19,0246869519673;6,793212890625E-06;0,195068359375;1;80;0,00074108439584573;-5,63784639040629E-06
0,19775390625;19,1874469515564;6,9488525390625E-06;0,197540283203125;1;81;0,00074108439584573;-5,63784639040629E-06
0,2001953125;19,3502069511454;7,1044921875E-06;0,199981689453125;1;82;0,00074108439584573;-5,63784639040629E-06
0,20263671875;19,5129669507345;7,2601318359375E-06;0,202392578125;1;83;0,00074108439584573;-5,63784639040629E-06
0,205078125;19,6757269503236;7,415771484375E-06;0,204925537109375;1;84;0,00074108439584573;-5,63784639040629E-06
0,20751953125;19,8384869499126;7,5714111328125E-06;0,20721435546875;1;85;0,00074108439584573;-5,63784639040629E-06
0,2099609375;20,0012469495017;7,72705078125E-06;0,209686279296875;1;86;0,00074108439584573;-5,63784639040629E-06
0,21240234375;20,1640069490908;7,879638671875E-06;0,21209716796875;1;87;0,00074108439584573;-5,63784639040629E-06
0,21484375;20,3267669486798;8,0322265625E-06;0,214569091796875;1;88;0,00074108439584573;-5,63784639040629E-06
0,21728515625;20,4895269482689;8,1817626953125E-06;0,217010498046875;1;89;0,00074108439584573;-5,63784639040629E-06
0,2197265625;20,652286947858;8,3343505859375E-06;0,219482421875;1;90;0,00074108439584573;-5,63784639040629E-06
0,22216796875;20,8150469474471;8,48388671875E-06;0,221923828125;1;91;0,00074108439584573;-5,63784639040629E-06
0,224609375;20,9778069470361;8,6273193359375E-06;0,2242431640625;1;92;0,00074108439584573;-5,63784639040629E-06
0,22705078125;21,1405669466252;8,7738037109375E-06;0,22674560546875;1;93;0,00074108439584573;-5,63784639040629E-06
0,2294921875;21,3033269462143;8,917236328125E-06;0,229217529296875;1;94;0,00074108439584573;-5,63784639040629E-06
0,23193359375;21,4660869458033;9,0606689453125E-06;0,23162841796875;1;95;0,00074108439584573;-5,63784639040629E-06
0,234375;21,6288469453924;9,2010498046875E-06;0,234039306640625;1;96;0,00074108439584573;-5,63784639040629E-06
0,23681640625;21,7916069449815;9,33837890625E-06;0,236480712890625;1;97;0,00074108439584573;-5,63784639040629E-06
0,2392578125;21,9543669445706;9,4757080078125E-06;0,238922119140625;1;98;0,00074108439584573;-5,63784639040629E-06
0,24169921875;22,1171269441596;9,60693359375E-06;0,241363525390625;1;99;0,00074108439584573;-5,63784639040629E-06
0,244140625;22,2798869437487;9,735107421875E-06;0,2437744140625;1;100;0,00074108439584573;-5,63784639040629E-06
0,24658203125;22,4426469433378;9,86328125E-06;0,246246337890625;1;101;0,00074108439584573;-5,63784639040629E-06
0,2490234375;22,6054069429268;9,9884033203125E-06;0,2486572265625;1;102;0,00074108439584573;-5,63784639040629E-06
0,25146484375;22,7681669425159;1,0107421875E-05;0,25115966796875;1;103;0,00074108439584573;-5,63784639040629E-06
0,25390625;22,930926942105;1,02264404296875E-05;0,25347900390625;1;104;0,00074108439584573;-5,63784639040629E-06
0,25634765625;23,093686941694;1,033935546875E-05;0,2559814453125;1;105;0,00074108439584573;-5,63784639040629E-06
0,2587890625;23,2564469412831;1,044921875E-05;0,2584228515625;1;106;0,00074108439584573;-5,63784639040629E-06
0,26123046875;23,4192069408722;1,05560302734375E-05;0,2608642578125;1;107;0,00074108439584573;-5,63784639040629E-06
0,263671875;23,5819669404613;1,065673828125E-05;0,26324462890625;1;108;0,00074108439584573;-5,63784639040629E-06
0,26611328125;23,7447269400503;1,075439453125E-05;0,265777587890625;1;109;0,00074108439584573;-5,63784639040629E-06
0,2685546875;23,9074869396394;1,08489990234375E-05;0,26812744140625;1;110;0,00074108439584573;-5,63784639040629E-06
0,27099609375;24,0702469392285;1,09375E-05;0,27056884765625;1;111;0,00074108439584573;-5,63784639040629E-06
0,2734375;24,2330069388175;1,102294921875E-05;0,272979736328125;1;112;0,00074108439584573;-5,63784639040629E-06
0,27587890625;24,3957669384066;1,1102294921875E-05;0,27545166015625;1;113;0,00074108439584573;-5,63784639040629E-06
