Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-;Current range
-0,33447265625;356,796427099176;-1,53778076171875E-06;-0,333587646484375;3;1419;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3369140625;357,040568098559;-1,52801513671875E-06;-0,3360595703125;3;1420;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,33935546875;357,284709097943;-1,51641845703125E-06;-0,338470458984375;3;1421;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,341796875;357,528850097326;-1,50421142578125E-06;-0,3409423828125;3;1422;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,34423828125;357,77299109671;-1,4910888671875E-06;-0,3433837890625;3;1423;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3466796875;358,017132096094;-1,47705078125E-06;-0,34576416015625;3;1424;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,34912109375;358,261273095477;-1,4630126953125E-06;-0,348236083984375;3;1425;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3515625;358,505414094861;-1,4483642578125E-06;-0,35064697265625;3;1426;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,35400390625;358,749555094244;-1,43280029296875E-06;-0,35308837890625;3;1427;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3564453125;358,993696093628;-1,41754150390625E-06;-0,35552978515625;3;1428;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,35888671875;359,237837093012;-1,40228271484375E-06;-0,3580322265625;3;1429;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,361328125;359,481978092395;-1,38671875E-06;-0,360382080078125;3;1430;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,36376953125;359,726119091779;-1,370849609375E-06;-0,362884521484375;3;1431;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3662109375;359,970260091162;-1,35528564453125E-06;-0,36529541015625;3;1432;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,36865234375;360,214401090546;-1,3397216796875E-06;-0,36773681640625;3;1433;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37109375;360,45854208993;-1,324462890625E-06;-0,37017822265625;3;1434;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37353515625;360,702683089313;-1,30889892578125E-06;-0,3726806640625;3;1435;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3759765625;360,946824088697;-1,29364013671875E-06;-0,375030517578125;3;1436;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37841796875;361,19096508808;-1,27838134765625E-06;-0,37744140625;3;1437;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,380859375;361,435106087464;-1,263427734375E-06;-0,379913330078125;3;1438;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,38330078125;361,679247086848;-1,24847412109375E-06;-0,382415771484375;3;1439;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3857421875;361,923388086231;-1,23382568359375E-06;-0,384857177734375;3;1440;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,38818359375;362,167529085615;-1,21917724609375E-06;-0,38720703125;3;1441;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,390625;362,411670084998;-1,204833984375E-06;-0,38970947265625;3;1442;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,39306640625;362,655811084382;-1,19049072265625E-06;-0,392120361328125;3;1443;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3955078125;362,899952083766;-1,17706298828125E-06;-0,394622802734375;3;1444;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,39794921875;363,144093083149;-1,163330078125E-06;-0,397003173828125;3;1445;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,400390625;363,388234082533;-1,14959716796875E-06;-0,39947509765625;3;1446;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,40283203125;363,632375081917;-1,136474609375E-06;-0,401947021484375;3;1447;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4052734375;363,8765160813;-1,1236572265625E-06;-0,404327392578125;3;1448;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,40771484375;364,120657080684;-1,11083984375E-06;-0,40673828125;3;1449;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41015625;364,364798080067;-1,09832763671875E-06;-0,409210205078125;3;1450;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41259765625;364,608939079451;-1,0858154296875E-06;-0,411651611328125;3;1451;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4150390625;364,853080078835;-1,07421875E-06;-0,414093017578125;3;1452;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41748046875;365,097221078218;-1,06201171875E-06;-0,416534423828125;3;1453;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,419921875;365,341362077602;-1,0504150390625E-06;-0,418975830078125;3;1454;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,42236328125;365,585503076985;-1,038818359375E-06;-0,421417236328125;3;1455;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4248046875;365,829644076369;-1,02783203125E-06;-0,423858642578125;3;1456;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,42724609375;366,073785075753;-1,016845703125E-06;-0,42626953125;3;1457;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4296875;366,317926075136;-1,00616455078125E-06;-0,428741455078125;3;1458;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,43212890625;366,56206707452;-9,954833984375E-07;-0,43115234375;3;1459;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4345703125;366,806208073903;-9,8541259765625E-07;-0,433624267578125;3;1460;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,43701171875;367,050349073287;-9,75341796875E-07;-0,43609619140625;3;1461;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,439453125;367,294490072671;-9,65576171875E-07;-0,438446044921875;3;1462;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44189453125;367,538631072054;-9,55810546875E-07;-0,440948486328125;3;1463;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4443359375;367,782772071438;-9,466552734375E-07;-0,443359375;3;1464;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44677734375;368,026913070821;-9,375E-07;-0,445770263671875;3;1465;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44921875;368,271054070205;-9,283447265625E-07;-0,4482421875;3;1466;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,45166015625;368,515195069589;-9,197998046875E-07;-0,45068359375;3;1467;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4541015625;368,759336068972;-9,1094970703125E-07;-0,453125;3;1468;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,45654296875;369,003477068356;-9,027099609375E-07;-0,455535888671875;3;1469;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,458984375;369,247618067739;-8,9447021484375E-07;-0,458038330078125;3;1470;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46142578125;369,491759067123;-8,8653564453125E-07;-0,46044921875;3;1471;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4638671875;369,735900066507;-8,7890625E-07;-0,462860107421875;3;1472;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46630859375;369,98004106589;-8,709716796875E-07;-0,46533203125;3;1473;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46875;370,224182065274;-8,636474609375E-07;-0,467742919921875;3;1474;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,47119140625;370,468323064657;-8,563232421875E-07;-0,47015380859375;3;1475;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4736328125;370,712464064041;-8,489990234375E-07;-0,472564697265625;3;1476;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,47607421875;370,956605063425;-8,4228515625E-07;-0,47503662109375;3;1477;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,478515625;371,200746062808;-8,355712890625E-07;-0,477447509765625;3;1478;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48095703125;371,444887062192;-8,28857421875E-07;-0,479827880859375;3;1479;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4833984375;371,689028061575;-8,2244873046875E-07;-0,4822998046875;3;1480;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48583984375;371,933169060959;-8,160400390625E-07;-0,48480224609375;3;1481;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48828125;372,177310060343;-8,099365234375E-07;-0,48724365234375;3;1482;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,49072265625;372,421451059726;-8,0413818359375E-07;-0,48968505859375;3;1483;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4931640625;372,66559205911;-7,9803466796875E-07;-0,492095947265625;3;1484;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,49560546875;372,909733058493;-7,9254150390625E-07;-0,4945068359375;3;1485;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,498046875;373,153874057877;-7,867431640625E-07;-0,49700927734375;3;1486;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,50048828125;373,398015057261;-7,8125E-07;-0,49945068359375;3;1487;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,498046875;373,642156056644;-7,58056640625E-07;-0,49700927734375;3;1488;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,49560546875;373,886297056028;-7,4066162109375E-07;-0,494598388671875;3;1489;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4931640625;374,130438055411;-7,2601318359375E-07;-0,49212646484375;3;1490;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,49072265625;374,374579054795;-7,1319580078125E-07;-0,489654541015625;3;1491;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48828125;374,618720054179;-7,012939453125E-07;-0,487274169921875;3;1492;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48583984375;374,862861053562;-6,903076171875E-07;-0,48492431640625;3;1493;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4833984375;375,107002052946;-6,79931640625E-07;-0,48236083984375;3;1494;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,48095703125;375,351143052329;-6,6986083984375E-07;-0,47998046875;3;1495;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,478515625;375,595284051713;-6,60400390625E-07;-0,47747802734375;3;1496;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,47607421875;375,839425051097;-6,512451171875E-07;-0,47509765625;3;1497;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4736328125;376,08356605048;-6,427001953125E-07;-0,472625732421875;3;1498;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,47119140625;376,327707049864;-6,3385009765625E-07;-0,47015380859375;3;1499;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46875;376,571848049247;-6,256103515625E-07;-0,467803955078125;3;1500;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46630859375;376,815989048631;-6,1737060546875E-07;-0,465301513671875;3;1501;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4638671875;377,060130048015;-6,097412109375E-07;-0,462921142578125;3;1502;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,46142578125;377,304271047398;-6,0211181640625E-07;-0,460479736328125;3;1503;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,458984375;377,548412046782;-5,94482421875E-07;-0,4580078125;3;1504;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,45654296875;377,792553046165;-5,8746337890625E-07;-0,45562744140625;3;1505;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4541015625;378,036694045549;-5,79833984375E-07;-0,453155517578125;3;1506;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,45166015625;378,280835044933;-5,7281494140625E-07;-0,450714111328125;3;1507;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44921875;378,524976044316;-5,6610107421875E-07;-0,44830322265625;3;1508;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44677734375;378,7691170437;-5,5877685546875E-07;-0,445892333984375;3;1509;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4443359375;379,013258043084;-5,5206298828125E-07;-0,44342041015625;3;1510;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,44189453125;379,257399042467;-5,4534912109375E-07;-0,44091796875;3;1511;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,439453125;379,501540041851;-5,38330078125E-07;-0,438507080078125;3;1512;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,43701171875;379,745681041234;-5,322265625E-07;-0,436065673828125;3;1513;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4345703125;379,989822040618;-5,2520751953125E-07;-0,43365478515625;3;1514;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,43212890625;380,233963040002;-5,18798828125E-07;-0,43121337890625;3;1515;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4296875;380,478104039385;-5,1239013671875E-07;-0,428802490234375;3;1516;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,42724609375;380,722245038769;-5,0567626953125E-07;-0,42633056640625;3;1517;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4248046875;380,966386038152;-4,99267578125E-07;-0,4239501953125;3;1518;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,42236328125;381,210527037536;-4,925537109375E-07;-0,4215087890625;3;1519;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,419921875;381,45466803692;-4,864501953125E-07;-0,41900634765625;3;1520;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41748046875;381,698809036303;-4,8004150390625E-07;-0,4166259765625;3;1521;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4150390625;381,942950035687;-4,7332763671875E-07;-0,4141845703125;3;1522;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41259765625;382,18709103507;-4,669189453125E-07;-0,4117431640625;3;1523;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,41015625;382,431232034454;-4,6051025390625E-07;-0,409271240234375;3;1524;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,40771484375;382,675373033838;-4,541015625E-07;-0,406890869140625;3;1525;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,4052734375;382,919514033221;-4,473876953125E-07;-0,404449462890625;3;1526;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,40283203125;383,163655032605;-4,40673828125E-07;-0,402069091796875;3;1527;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,400390625;383,407796031988;-4,339599609375E-07;-0,3995361328125;3;1528;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,39794921875;383,651937031372;-4,2767333984375E-07;-0,39715576171875;3;1529;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3955078125;383,896078030756;-4,210205078125E-07;-0,39471435546875;3;1530;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,39306640625;384,140219030139;-4,14276123046875E-07;-0,392242431640625;3;1531;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,390625;384,384360029523;-4,07745361328125E-07;-0,38983154296875;3;1532;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,38818359375;384,628501028906;-4,00665283203125E-07;-0,38739013671875;3;1533;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3857421875;384,87264202829;-3,93951416015625E-07;-0,384979248046875;3;1534;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,38330078125;385,116783027674;-3,86810302734375E-07;-0,38250732421875;3;1535;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,380859375;385,360924027057;-3,8006591796875E-07;-0,380096435546875;3;1536;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37841796875;385,605065026441;-3,73077392578125E-07;-0,377655029296875;3;1537;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3759765625;385,849206025824;-3,65875244140625E-07;-0,37518310546875;3;1538;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37353515625;386,093347025208;-3,58734130859375E-07;-0,372772216796875;3;1539;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,37109375;386,337488024592;-3,51409912109375E-07;-0,37030029296875;3;1540;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,36865234375;386,581629023975;-3,4393310546875E-07;-0,367919921875;3;1541;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3662109375;386,825770023359;-3,36395263671875E-07;-0,365447998046875;3;1542;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,36376953125;387,069911022742;-3,28643798828125E-07;-0,363006591796875;3;1543;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,361328125;387,314052022126;-3,2086181640625E-07;-0,360595703125;3;1544;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,35888671875;387,55819302151;-3,1292724609375E-07;-0,358184814453125;3;1545;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3564453125;387,802334020893;-3,048095703125E-07;-0,355712890625;3;1546;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,35400390625;388,046475020277;-2,9656982421875E-07;-0,353271484375;3;1547;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3515625;388,29061601966;-2,87933349609375E-07;-0,350921630859375;3;1548;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,34912109375;388,534757019044;-2,79144287109375E-07;-0,34844970703125;3;1549;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3466796875;388,778898018428;-2,70050048828125E-07;-0,345977783203125;3;1550;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,34423828125;389,023039017811;-2,6068115234375E-07;-0,34344482421875;3;1551;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,341796875;389,267180017195;-2,5115966796875E-07;-0,34112548828125;3;1552;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,33935546875;389,511321016578;-2,40997314453125E-07;-0,33868408203125;3;1553;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3369140625;389,755462015962;-2,305908203125E-07;-0,336212158203125;3;1554;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,33447265625;389,999603015346;-2,1990966796875E-07;-0,33380126953125;3;1555;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,33203125;390,243744014729;-2,08526611328125E-07;-0,331390380859375;3;1556;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,32958984375;390,487885014113;-1,9677734375E-07;-0,328948974609375;3;1557;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3271484375;390,732026013496;-1,84326171875E-07;-0,326507568359375;3;1558;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,32470703125;390,97616701288;-1,71142578125E-07;-0,32403564453125;3;1559;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,322265625;391,220308012264;-1,57562255859375E-07;-0,321624755859375;3;1560;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,31982421875;391,464449011647;-1,4337158203125E-07;-0,3192138671875;3;1561;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3173828125;391,708590011031;-1,27960205078125E-07;-0,3167724609375;3;1562;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,31494140625;391,952731010414;-1,1199951171875E-07;-0,314361572265625;3;1563;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3125;392,196872009798;-9,48486328125E-08;-0,3118896484375;3;1564;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,31005859375;392,441013009182;-7,7239990234375E-08;-0,3094482421875;3;1565;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,3076171875;392,685154008565;-5,8563232421875E-08;-0,307037353515625;3;1566;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,30517578125;392,929295007949;-3,900146484375E-08;-0,3045654296875;3;1567;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,302734375;393,173436007332;-1,8402099609375E-08;-0,3021240234375;3;1568;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,30029296875;393,417577006716;2,508544921875E-09;-0,2996826171875;3;1569;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,2978515625;393,6617180061;2,489013671875E-08;-0,2972412109375;3;1570;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,29541015625;393,905859005483;4,8095703125E-08;-0,294891357421875;3;1571;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,29296875;394,150000004867;7,1624755859375E-08;-0,292449951171875;3;1572;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,29052734375;394,394141004251;9,6221923828125E-08;-0,290130615234375;3;1573;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,2880859375;394,638282003634;1,21337890625E-07;-0,287750244140625;3;1574;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,28564453125;394,882423003018;1,46759033203125E-07;-0,2852783203125;3;1575;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,283203125;395,126564002401;1,72332763671875E-07;-0,28289794921875;3;1576;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,28076171875;395,370705001785;1,98516845703125E-07;-0,280548095703125;3;1577;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,2783203125;395,614846001169;2,24456787109375E-07;-0,278167724609375;3;1578;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,27587890625;395,858987000552;2,50335693359375E-07;-0,275726318359375;3;1579;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,2734375;396,103127999936;2,75665283203125E-07;-0,273345947265625;3;1580;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,27099609375;396,347268999319;3,0078125E-07;-0,27093505859375;3;1581;0,000315225445479154;-4,12762768566608E-05;100 nA;
-0,2685546875;396,591409998703;3,25531005859375E-07;-0,2681884765625;3;1582;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,26611328125;396,835550998087;3,4906005859375E-07;-0,26568603515625;3;1583;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,263671875;397,07969199747;3,71612548828125E-07;-0,263214111328125;3;1584;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,26123046875;397,323832996854;3,93341064453125E-07;-0,260772705078125;3;1585;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2587890625;397,567973996237;4,13818359375E-07;-0,258331298828125;3;1586;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,25634765625;397,812114995621;4,32861328125E-07;-0,25592041015625;3;1587;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,25390625;398,056255995005;4,50439453125E-07;-0,25347900390625;3;1588;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,25146484375;398,300396994388;4,67529296875E-07;-0,2510986328125;3;1589;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2490234375;398,544537993772;4,8248291015625E-07;-0,24859619140625;3;1590;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,24658203125;398,788678993155;4,9560546875E-07;-0,2462158203125;3;1591;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,244140625;399,032819992539;5,0750732421875E-07;-0,24383544921875;3;1592;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,24169921875;399,276960991923;5,181884765625E-07;-0,241363525390625;3;1593;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2392578125;399,521101991306;5,2703857421875E-07;-0,238922119140625;3;1594;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,23681640625;399,76524299069;5,340576171875E-07;-0,236480712890625;3;1595;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,234375;400,009383990073;5,4046630859375E-07;-0,234039306640625;3;1596;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,23193359375;400,253524989457;5,450439453125E-07;-0,2315673828125;3;1597;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2294921875;400,497665988841;5,4840087890625E-07;-0,22918701171875;3;1598;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,22705078125;400,741806988224;5,5023193359375E-07;-0,226654052734375;3;1599;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,224609375;400,985947987608;5,511474609375E-07;-0,22430419921875;3;1600;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,22216796875;401,230088986991;5,5084228515625E-07;-0,22186279296875;3;1601;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2197265625;401,474229986375;5,499267578125E-07;-0,21942138671875;3;1602;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,21728515625;401,718370985759;5,4779052734375E-07;-0,217010498046875;3;1603;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,21484375;401,962511985142;5,4443359375E-07;-0,214569091796875;3;1604;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,21240234375;402,206652984526;5,4046630859375E-07;-0,212127685546875;3;1605;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2099609375;402,450793983909;5,35888671875E-07;-0,209686279296875;3;1606;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,20751953125;402,694934983293;5,31005859375E-07;-0,207244873046875;3;1607;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,205078125;402,939075982677;5,2520751953125E-07;-0,204833984375;3;1608;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,20263671875;403,18321698206;5,1910400390625E-07;-0,20233154296875;3;1609;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,2001953125;403,427357981444;5,126953125E-07;-0,199951171875;3;1610;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,19775390625;403,671498980827;5,0567626953125E-07;-0,197540283203125;3;1611;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,1953125;403,915639980211;4,9835205078125E-07;-0,195068359375;3;1612;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,19287109375;404,159780979595;4,9072265625E-07;-0,192626953125;3;1613;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,1904296875;404,403921978978;4,833984375E-07;-0,190155029296875;3;1614;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,18798828125;404,648062978362;4,754638671875E-07;-0,18780517578125;3;1615;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,185546875;404,892203977745;4,67529296875E-07;-0,185302734375;3;1616;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,18310546875;405,136344977129;4,5928955078125E-07;-0,182891845703125;3;1617;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,1806640625;405,380485976513;4,5166015625E-07;-0,18048095703125;3;1618;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,17822265625;405,624626975896;4,4342041015625E-07;-0,17803955078125;3;1619;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,17578125;405,86876797528;4,351806640625E-07;-0,175506591796875;3;1620;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,17333984375;406,112908974663;4,266357421875E-07;-0,17303466796875;3;1621;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,1708984375;406,357049974047;4,193115234375E-07;-0,170623779296875;3;1622;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,16845703125;406,601190973431;4,12261962890625E-07;-0,16827392578125;3;1623;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,166015625;406,845331972814;4,0435791015625E-07;-0,165771484375;3;1624;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,16357421875;407,089472972198;3,96942138671875E-07;-0,163330078125;3;1625;0,000315225445479154;-4,12762768566608E-05;1 µA;
-0,1611328125;407,333613971581;3,8934326171875E-07;-0,160858154296875;3;1626;0,000315225445479154;-4,12762768566608E-05;1 µA;
